DATE,MONTH,YEAR,DRIVER,GENDER,TYPE,CITY,PRICE,PAYMENT,START TIME,END TIME,HOUR,CAR,MILES,TRIP TIME
6/22/2014,6,2014,Viktor,m,BLACK,San Francisco,$65.00 ,1415,2:05 PM,2:50 PM,14,BLACK CAR,17.01,0:36:54
6/25/2014,6,2014,AHMED,m,uberX,Washington D.C.,$28.17 ,1415,11:10 PM,11:43 PM,23,uberX,12.32,0:23:32
6/29/2014,6,2014,Jesus,m,uberX,San Francisco,$15.88 ,1415,4:30 AM,4:52 AM,4,uberX,4.70,0:16:09
7/1/2014,7,2014,JOR BIR,m,,San Francisco,$6.00 ,1415,10:40 PM,10:55 PM,22,uberX,0.67,0:03:10
7/1/2014,7,2014,Majd,m,uberX,San Francisco,$8.19 ,1415,9:04 PM,9:31 PM,21,uberX,1.11,0:08:25
7/3/2014,7,2014,Ammoskumar,m,uberX,San Francisco,,1415,9:45 PM,,21,uberX,0.00,0:00:00
7/3/2014,7,2014,Eugenio,m,uberX,San Francisco,,1415,10:08 PM,,22,uberX,0.00,0:00:00
7/4/2014,7,2014,Ahmed,m,uberX,San Francisco,$13.62 ,1415,7:28 AM,7:37 AM,7,uberX,2.61,0:05:42
7/9/2014,7,2014,PARMINDER,m,uberX,San Francisco,$73.33 ,1415,12:21 PM,1:02 PM,12,uberX,38.54,0:38:24
7/9/2014,7,2014,TESFAW,m,uberX,San Francisco,,1415,11:55 AM,,11,uberX,0.00,0:00:00
7/12/2014,7,2014,-,m,TAXI,San Francisco,,1415,1:44 AM,Dropoff time unknown,1,,,
7/12/2014,7,2014,Myo,m,uberX,San Francisco,,1415,12:34 AM,,0,uberX,0.00,0:00:00
7/13/2014,7,2014,-,m,uberX,San Francisco,,1415,10:17 PM,Dropoff time unknown,22,,,
7/13/2014,7,2014,-,m,uberX,San Francisco,,1415,10:16 PM,Dropoff time unknown,22,,,
7/13/2014,7,2014,Mike,m,BLACK,San Francisco,$10.00 ,1415,10:17 PM,Dropoff time unknown,22,BLACK CAR,0.00,0:00:00
7/14/2014,7,2014,Moacir,m,BLACK,San Francisco,$15.00 ,1415,2:37 PM,2:47 PM,14,BLACK CAR,1.32,0:07:11
7/17/2014,7,2014,Arnold,m,uberX,San Francisco,,1415,12:51 PM,,12,uberX,0.00,0:00:00
7/17/2014,7,2014,Jedaias,m,uberX,San Francisco,$10.43 ,1415,2:13 PM,2:30 PM,14,uberX,1.87,0:12:03
7/22/2014,7,2014,Bachar,m,BLACK,San Francisco,,1415,12:00 PM,,12,BLACK CAR,0.00,0:00:00
7/22/2014,7,2014,Keena,m,BLACK,San Francisco,,1415,11:56 AM,,11,BLACK CAR,0.00,0:00:00
7/22/2014,7,2014,WELLINGTON,m,BLACK,San Francisco,$15.00 ,1415,1:07 PM,1:17 PM,13,BLACK CAR,0.92,0:05:54
7/23/2014,7,2014,Sami,m,,San Francisco,$55.85 ,1415,4:16 AM,4:57 AM,4,uberX,26.32,0:27:54
7/30/2014,7,2014,Joe,m,,San Francisco,,1415,12:04 PM,,12,BLACK CAR,0.00,0:00:00
8/5/2014,8,2014,Matthew,m,uberX,San Francisco,$38.67 ,1415,12:28 PM,1:06 PM,12,uberX,14.78,0:28:21
8/11/2014,8,2014,Marcio,m,,San Francisco,$125.00 ,1415,7:47 PM,8:34 PM,19,BLACK CAR,27.78,0:31:47
8/15/2014,8,2014,Jiahui,m,uberX,San Francisco,$15.64 ,1415,6:02 PM,6:32 PM,18,uberX,3.65,0:20:32
8/15/2014,8,2014,Reuben,m,,San Francisco,$21.31 ,1415,11:02 PM,11:19 PM,23,uberX,5.41,0:10:37
8/17/2014,8,2014,Abderahim,m,uberX,San Francisco,,1415,4:00 AM,,4,uberX,0.00,0:00:00
8/17/2014,8,2014,Keary,m,uberX,San Francisco,$12.72 ,1415,1:50 AM,2:02 AM,1,uberX,1.06,0:04:14
8/17/2014,8,2014,MOHAMED,m,BLACK,San Francisco,,1415,4:01 AM,,4,BLACK CAR,0.00,0:00:00
8/20/2014,8,2014,MARK,m,,San Francisco,$64.23 ,5426,5:24 AM,6:33 AM,5,uberX,27.68,0:49:04
8/22/2014,8,2014,-,m,UberBLACK,Chicago,,1415,12:38 PM,,12,,,
8/22/2014,8,2014,Anthony,m,uberX,Chicago,$34.55 ,5426,4:17 PM,5:44 PM,16,uberX,17.90,1:18:41
8/22/2014,8,2014,ZHAVLONBEK,m,UberBLACK,Chicago,$19.00 ,1415,12:38 PM,12:59 PM,12,BLACK CAR,2.07,0:13:28
8/23/2014,8,2014,ABDERREZAK,m,uberX,San Francisco,$6.29 ,5426,9:06 PM,9:19 PM,21,uberX,0.87,0:03:18
8/23/2014,8,2014,Ismail,m,BLACK,San Francisco,$89.51 ,5426,12:42 AM,1:16 AM,0,BLACK CAR,16.53,0:23:52
8/23/2014,8,2014,Pradeep,m,TAXI,San Francisco,$7.80 ,5426,11:33 AM,11:44 AM,11,TAXI,0.94,0:05:07
8/25/2014,8,2014,Getu,m,,San Francisco,$74.49 ,5426,4:52 PM,5:51 PM,16,uberX,34.63,0:48:30
8/25/2014,8,2014,Said,m,Black,Seattle,$55.00 ,5426,8:58 PM,9:19 PM,20,BLACK,14.68,0:16:48
8/26/2014,8,2014,andrey,m,BLACK,San Francisco,$139.45 ,5426,5:44 PM,6:30 PM,17,BLACK CAR,27.40,0:37:59
8/26/2014,8,2014,Girmish,m,Black,Seattle,$55.00 ,5426,1:27 PM,1:49 PM,13,BLACK,14.57,0:18:40
8/28/2014,8,2014,Deep,m,,San Francisco,,5426,11:59 PM,,23,uberX,0.00,0:00:00
8/28/2014,8,2014,Deep,m,,San Francisco,,5426,11:59 PM,,23,uberX,0.00,0:00:00
8/28/2014,8,2014,ghila,m,,San Francisco,,5426,5:44 AM,,5,uberX,0.00,0:00:00
8/28/2014,8,2014,Jaoad,m,,San Francisco,$6.00 ,5426,9:05 PM,9:18 PM,21,uberX,0.59,0:02:20
8/28/2014,8,2014,Tsegay,m,,San Francisco,$6.00 ,5426,5:45 AM,5:54 AM,5,uberX,0.63,0:02:25
8/29/2014,8,2014,Najib,m,,San Francisco,,5426,12:01 AM,,0,BLACK CAR,0.00,0:00:00
8/29/2014,8,2014,Taye,m,,San Francisco,$5.00 ,5426,12:08 AM,Dropoff time unknown,0,uberX,0.00,0:00:00
8/29/2014,8,2014,Taye,m,,San Francisco,,5426,12:03 AM,,0,uberX,0.00,0:00:00
8/29/2014,8,2014,Taye,m,POOL,San Francisco,,5426,12:03 AM,,0,POOL,0.00,0:00:00
8/30/2014,8,2014,Susan,f,uberX,San Francisco,$17.02 ,5426,6:55 PM,7:25 PM,18,uberX,3.93,0:23:43
8/30/2014,8,2014,BRAHIM,m,uberX,San Francisco,,5426,12:20 PM,,12,uberX,0.00,0:00:00
8/30/2014,8,2014,BRAHIM,m,uberX,San Francisco,$6.99 ,5426,12:22 PM,12:30 PM,12,uberX,0.84,0:05:48
8/30/2014,8,2014,Yaqob,m,uberX,San Francisco,,5426,6:25 PM,,18,uberX,0.00,0:00:00
9/5/2014,9,2014,ADDIS,m,uberX,San Francisco,$6.00 ,5426,2:56 PM,3:04 PM,14,uberX,0.62,0:02:37
9/6/2014,9,2014,Todd,m,SUV,San Francisco,$38.00 ,5426,9:44 PM,10:02 PM,21,SUV,2.89,0:13:35
9/9/2014,9,2014,Arslan,m,uberX,San Francisco,$18.41 ,5426,12:19 PM,12:33 PM,12,uberX,7.13,0:12:22
9/13/2014,9,2014,Aristoteles,m,uberX,San Francisco,$8.88 ,5426,11:54 PM,12:09 AM,23,uberX,1.56,0:08:27
9/14/2014,9,2014,Ahmed,m,uberX,San Francisco,$8.50 ,5426,7:57 AM,8:07 AM,7,uberX,1.83,0:05:52
9/14/2014,9,2014,Samuel,m,uberX,San Francisco,$5.00 ,5426,7:44 AM,Dropoff time unknown,7,uberX,0.00,0:00:00
9/16/2014,9,2014,Kelley,m,uberX,San Francisco,$5.80 ,5426,8:36 PM,8:48 PM,20,uberX,1.15,0:04:16
9/16/2014,9,2014,Prince,m,uberX,San Francisco,$6.80 ,5426,10:10 PM,10:26 PM,22,uberX,1.38,0:06:58
9/17/2014,9,2014,TASHI,m,uberX,Denver,$43.88 ,5426,8:33 PM,9:18 PM,20,uberX,26.64,0:36:57
9/17/2014,9,2014,William,m,uberX,San Francisco,$13.69 ,5426,6:37 AM,7:04 AM,6,uberX,4.57,0:17:27
9/18/2014,9,2014,Hader,m,UberSUV,Denver,$25.00 ,5426,10:06 PM,10:19 PM,22,SUV,1.17,0:07:35
9/18/2014,9,2014,Haile,m,UberSUV,Denver,,1415,9:49 PM,,21,SUV,0.00,0:00:00
9/18/2014,9,2014,JOE,m,uberX,Denver,$16.91 ,5426,12:29 AM,12:52 AM,0,uberX,9.00,0:17:16
9/18/2014,9,2014,Jordan,m,uberX,Denver,$14.47 ,5426,7:14 AM,7:51 AM,7,uberX,6.44,0:23:32
9/19/2014,9,2014,BRANDON,m,uberX,Denver,$17.44 ,5426,12:22 AM,12:44 AM,0,uberX,9.50,0:16:24
9/19/2014,9,2014,HAYELOM,m,uberX,Denver,,1415,8:28 AM,,8,uberX,0.00,0:00:00
9/19/2014,9,2014,HAYELOM,m,uberX,Denver,$20.46 ,5426,8:30 AM,9:12 AM,8,uberX,9.89,0:31:58
9/19/2014,9,2014,Kebir,m,UberBLACK,Denver,,1415,8:30 AM,,8,BLACK CAR,0.00,0:00:00
9/20/2014,9,2014,Misha,m,uberX,San Francisco,$9.04 ,5426,11:30 PM,11:38 PM,23,uberX,1.37,0:05:19
9/22/2014,9,2014,Max,m,uberX,San Francisco,$6.00 ,5426,10:37 AM,10:45 AM,10,uberX,0.90,0:06:16
9/25/2014,9,2014,-,m,uberX,Louisville,,5426,11:49 PM,Dropoff time unknown,23,,,
9/26/2014,9,2014,Andrew,m,uberX,Louisville,$12.27 ,5426,10:28 PM,10:47 PM,22,uberX,3.39,0:13:24
9/26/2014,9,2014,Haisam,m,uberX,Louisville,$13.37 ,5426,8:03 PM,8:25 PM,20,uberX,3.24,0:17:48
9/26/2014,9,2014,modou,m,uberX,Louisville,$7.86 ,5426,7:43 AM,7:57 AM,7,uberX,1.07,0:09:32
9/27/2014,9,2014,BRIAN,m,uberX,Louisville,$5.12 ,5426,8:06 AM,8:13 AM,8,uberX,0.66,0:02:21
9/27/2014,9,2014,Jeffrey,m,uberX,Louisville,,5426,7:59 AM,,7,uberX,0.00,0:00:00
9/27/2014,9,2014,JOHN,m,uberX,Louisville,$5.68 ,5426,12:39 AM,12:50 AM,0,uberX,0.66,0:04:12
9/30/2014,9,2014,SANGAT,m,uberX,San Francisco,,5426,10:17 AM,,10,uberX,0.00,0:00:00
10/4/2014,10,2014,Joefred UNSUB,m,uberX,San Francisco,$68.88 ,5426,7:25 AM,8:19 AM,7,uberX,41.40,0:45:35
10/4/2014,10,2014,NYAMTUR,m,BLACK,San Francisco,$27.76 ,5426,12:50 AM,1:12 AM,0,BLACK CAR,2.68,0:14:56
10/4/2014,10,2014,Vinh,m,uberX,San Francisco,$14.14 ,5426,1:53 AM,2:17 AM,1,uberX,2.30,0:20:27
10/6/2014,10,2014,PE,m,uberX,San Francisco,$70.37 ,5426,10:21 PM,11:22 PM,22,uberX,40.91,0:53:46
10/10/2014,10,2014,-,m,uberX,San Francisco,,5426,5:37 PM,,17,,,
10/14/2014,10,2014,Vishal,m,uberX,San Francisco,$47.80 ,5426,4:27 AM,5:07 AM,4,uberX,26.01,0:26:05
10/16/2014,10,2014,CJ,m,UberBLACK,Washington D.C.,$90.00 ,5426,6:59 PM,7:45 PM,18,BLACK CAR,27.21,0:43:18
10/16/2014,10,2014,Oly,m,BLACK,San Francisco,,5426,11:04 PM,Dropoff time unknown,23,BLACK CAR,0.00,0:00:00
10/16/2014,10,2014,Ziad,m,BLACK,San Francisco,$125.33 ,5426,11:11 PM,11:40 PM,23,BLACK CAR,25.67,0:26:15
10/20/2014,10,2014,Khalid,m,uberX,San Francisco,,5426,3:08 PM,Dropoff time unknown,15,uberX,0.00,0:00:00
10/20/2014,10,2014,Vijay,m,uberX,San Francisco,$83.68 ,5426,3:11 PM,4:26 PM,15,uberX,48.21,1:08:27
10/29/2014,10,2014,Ajay,m,uberX,San Francisco,,5426,9:25 PM,,21,uberX,0.00,0:00:00
10/31/2014,10,2014,Deepak,m,uberX,San Francisco,$17.86 ,5426,11:22 PM,11:43 PM,23,uberX,3.83,0:15:37
10/31/2014,10,2014,HUSNIDDIN,m,uberX,San Francisco,,5426,11:21 PM,Dropoff time unknown,23,uberX,0.00,0:00:00
10/31/2014,10,2014,Raymond,m,BLACK,San Francisco,$33.96 ,5426,9:42 PM,10:07 PM,21,BLACK CAR,3.96,0:17:05
10/31/2014,10,2014,TEC,m,uberX,San Francisco,,5426,11:22 PM,,23,uberX,0.00,0:00:00
11/4/2014,11,2014,Erik,m,uberX,San Francisco,$47.47 ,5426,6:12 AM,6:50 AM,6,uberX,25.45,0:28:11
11/6/2014,11,2014,Chunnu,m,POOL,San Francisco,$7.80 ,5426,10:29 AM,10:42 AM,10,POOL,1.63,0:09:33
11/6/2014,11,2014,Yahya,m,,San Francisco,$4.69 ,5426,12:45 PM,1:01 PM,12,POOL,1.70,0:06:30
11/14/2014,11,2014,Frank,m,uberX,San Francisco,$22.20 ,5426,1:00 PM,1:19 PM,13,uberX,9.20,0:12:16
11/14/2014,11,2014,Salvador,m,uberX,San Francisco,$32.06 ,5426,12:31 PM,12:56 PM,12,uberX,17.29,0:24:34
11/26/2014,11,2014,Chris,m,uberX,New York City,$8.00 ,5426,11:45 PM,11:55 PM,23,uberX,1.09,0:05:33
11/26/2014,11,2014,Oybek,m,uberX,New York City,$65.33 ,5426,12:01 AM,12:29 AM,0,uberX,16.84,0:23:08
11/27/2014,11,2014,Samuel,m,uberX,New York City,$60.00 ,5426,1:57 PM,3:09 PM,13,uberX,16.91,1:05:03
12/9/2014,12,2014,GEORGE,m,uberX,San Francisco,$29.24 ,5426,6:09 AM,6:45 AM,6,uberX,15.23,0:24:02
12/12/2014,12,2014,Jeannine,f,uberX,San Francisco,,5426,7:00 PM,Dropoff time unknown,19,,,
12/12/2014,12,2014,Pritpal,m,uberX,San Francisco,$16.39 ,5426,4:39 PM,5:06 PM,16,uberX,7.35,0:14:01
12/12/2014,12,2014,SYLVESTER,m,uberX,San Francisco,$16.90 ,5426,7:03 PM,7:38 PM,19,uberX,6.03,0:22:33
12/13/2014,12,2014,ARSHAD,m,uberX,San Francisco,$7.25 ,5426,9:33 PM,9:47 PM,21,uberX,1.24,0:09:22
12/13/2014,12,2014,Saeed,m,uberX,San Francisco,,5426,8:07 PM,Dropoff time unknown,20,uberX,0.00,0:00:00
12/13/2014,12,2014,Toufik,m,BLACK,San Francisco,$16.62 ,5426,6:50 PM,7:01 PM,18,BLACK CAR,0.97,0:07:40
12/13/2014,12,2014,ZERIET,m,uberX,San Francisco,,5426,8:13 PM,,20,uberX,0.00,0:00:00
12/26/2014,12,2014,Aweis,m,POOL,San Francisco,$16.27 ,5426,9:53 AM,10:10 AM,9,POOL,5.58,0:07:35
12/26/2014,12,2014,STEVE,m,uberX,Denver,$4.55 ,5426,5:37 AM,5:52 AM,5,uberX,0.97,0:07:42
1/13/2015,1,2015,Fariz,m,uberX,San Francisco,,5426,9:53 PM,,21,uberX,0.00,0:00:00
1/16/2015,1,2015,Balinder,m,uberX,San Francisco,,,9:45 PM,Dropoff time unknown,21,uberX,0.00,0:00:00
1/16/2015,1,2015,Cirilo Maya,m,BLACK,San Francisco,$35.57 ,5426,11:41 PM,11:58 PM,23,BLACK CAR,5.21,0:12:19
1/16/2015,1,2015,Joven,m,uberX,San Francisco,$20.96 ,5426,9:53 PM,10:30 PM,21,uberX,7.38,0:31:26
1/16/2015,1,2015,Raymond,m,uberX,San Francisco,$5.00 ,5426,11:34 PM,,23,uberX,0.00,0:00:00
1/17/2015,1,2015,Aaron,m,uberX,San Francisco,,5426,12:40 AM,Dropoff time unknown,0,uberX,0.00,0:00:00
1/17/2015,1,2015,Aaron,m,uberX,San Francisco,,5426,12:36 AM,,0,uberX,0.00,0:00:00
1/17/2015,1,2015,Aaron,m,uberX,San Francisco,$10.00 ,5426,12:43 AM,,0,uberX,0.10,0:00:54
1/17/2015,1,2015,Aaron,m,uberX,San Francisco,$5.03 ,5426,12:45 AM,12:49 AM,0,uberX,0.82,0:02:57
1/17/2015,1,2015,WILLIAM,m,uberX,San Francisco,,5426,12:45 AM,,0,uberX,0.00,0:00:00
1/18/2015,1,2015,Abbas,m,uberX,San Francisco,$28.48 ,5426,7:06 PM,7:33 PM,19,uberX,15.71,0:18:39
1/18/2015,1,2015,Joel,m,uberX,San Francisco,,5426,7:06 PM,,19,uberX,0.00,0:00:00
1/24/2015,1,2015,EDUARD,m,uberX,San Francisco,$46.73 ,5426,4:57 AM,5:32 AM,4,uberX,25.73,0:24:01
1/24/2015,1,2015,RAFAEL,m,uberX,Los Angeles,$14.88 ,5426,7:34 AM,7:58 AM,7,uberX,6.88,0:14:55
1/24/2015,1,2015,Reza,m,uberX,Los Angeles,,5426,7:31 AM,,7,uberX,0.00,0:00:00
1/26/2015,1,2015,Garric,m,uberX,Los Angeles,$5.54 ,5909,10:21 PM,10:41 PM,22,uberX,3.14,0:09:33
1/26/2015,1,2015,Yazid,m,uberX,Los Angeles,$5.83 ,5909,7:04 PM,7:20 PM,19,uberX,3.32,0:10:14
1/28/2015,1,2015,Adam,m,uberX,Los Angeles,,5909,8:35 AM,,8,uberX,0.00,0:00:00
1/28/2015,1,2015,BRETT,m,UberSELECT,Los Angeles,$24.62 ,5909,8:36 AM,9:01 AM,8,SELECT,4.56,0:19:45
1/28/2015,1,2015,GILMAR,m,POOL,San Francisco,$24.67 ,5909,2:55 PM,3:35 PM,14,POOL,10.33,0:29:40
1/28/2015,1,2015,Nabil,m,uberX,Los Angeles,$16.50 ,5909,11:44 AM,12:12 PM,11,uberX,12.84,0:21:58
1/30/2015,1,2015,Salvador,m,uberX,San Francisco,$10.20 ,4602,11:33 AM,11:46 AM,11,uberX,3.27,0:10:34
2/2/2015,2,2015,WENCHANG,m,uberX,San Francisco,$11.00 ,4602,6:50 AM,7:04 AM,6,uberX,1.07,0:04:29
2/3/2015,2,2015,Ahmad,m,BLACK,San Francisco,$22.28 ,4602,6:25 PM,6:46 PM,18,BLACK CAR,1.65,0:12:26
2/3/2015,2,2015,Brian,m,SUV,San Francisco,$25.00 ,4602,10:24 PM,10:30 PM,22,SUV,0.01,0:00:50
2/3/2015,2,2015,Jimmie,m,uberX,San Francisco,,4602,5:06 PM,,17,uberX,0.00,0:00:00
2/5/2015,2,2015,Martina,f,POOL,San Francisco,$6.58 ,4602,9:26 AM,9:48 AM,9,POOL,1.48,0:18:46
2/5/2015,2,2015,Tak,m,POOL,San Francisco,$11.89 ,4602,3:59 PM,4:21 PM,15,POOL,3.10,0:17:56
2/6/2015,2,2015,Ho,m,POOL,San Francisco,$11.82 ,4602,10:34 PM,11:02 PM,22,POOL,2.95,0:20:21
2/6/2015,2,2015,Nizar,m,POOL,San Francisco,$17.55 ,4602,6:40 PM,7:04 PM,18,POOL,1.64,0:16:08
2/7/2015,2,2015,Belaid,m,POOL,San Francisco,$5.10 ,4602,11:45 PM,11:51 PM,23,POOL,0.78,0:03:25
2/7/2015,2,2015,Dawit,m,POOL,San Francisco,$12.56 ,4602,9:32 AM,9:52 AM,9,POOL,2.15,0:14:10
2/7/2015,2,2015,Firoz,m,POOL,San Francisco,$16.24 ,4602,2:23 PM,2:47 PM,14,POOL,3.43,0:13:28
2/7/2015,2,2015,Sokpeao,m,uberX,San Francisco,,4602,10:58 PM,,22,uberX,0.00,0:00:00
2/8/2015,2,2015,Intiaz,m,POOL,San Francisco,,4602,10:19 PM,,22,POOL,0.00,0:00:00
2/9/2015,2,2015,SEBASTIEN,m,POOL,San Francisco,$28.53 ,4602,8:04 AM,8:48 AM,8,POOL,3.34,0:38:48
2/10/2015,2,2015,FRANCIS,m,POOL,San Francisco,$23.30 ,4602,5:48 PM,6:14 PM,17,POOL,3.72,0:20:36
2/10/2015,2,2015,Rafael,m,POOL,San Francisco,$19.78 ,4602,9:21 PM,9:54 PM,21,POOL,5.25,0:29:09
2/14/2015,2,2015,Farhan,m,POOL,San Francisco,$14.55 ,4602,3:33 PM,4:03 PM,15,POOL,2.32,0:21:31
2/15/2015,2,2015,Richard,m,POOL,San Francisco,,4602,7:30 PM,,19,POOL,0.00,0:00:00
2/15/2015,2,2015,Richard,m,POOL,San Francisco,,4602,7:30 PM,,19,POOL,0.00,0:00:00
2/15/2015,2,2015,Richard,m,POOL,San Francisco,,4602,7:25 PM,,19,POOL,0.00,0:00:00
2/15/2015,2,2015,Richard,m,POOL,San Francisco,$19.73 ,4602,7:21 PM,8:18 PM,19,POOL,8.50,0:36:58
2/15/2015,2,2015,Robert,m,POOL,San Francisco,,4602,7:20 PM,,19,POOL,0.00,0:00:00
2/17/2015,2,2015,Dovdon,m,POOL,San Francisco,$11.30 ,4602,6:50 AM,6:57 AM,6,POOL,1.08,0:04:10
2/17/2015,2,2015,Victor,m,POOL,San Francisco,,4602,6:44 AM,Dropoff time unknown,6,POOL,0.00,0:00:00
2/19/2015,2,2015,DENNIS,m,POOL,San Francisco,,4602,1:39 PM,,13,POOL,0.00,0:00:00
2/19/2015,2,2015,DENNIS,m,POOL,San Francisco,,4602,1:36 PM,,13,POOL,0.00,0:00:00
2/19/2015,2,2015,Stephen,m,POOL,San Francisco,$23.73 ,4602,1:39 PM,2:29 PM,13,POOL,9.72,0:44:50
2/19/2015,2,2015,Vladimir,m,POOL,San Francisco,$5.43 ,4602,1:13 PM,1:22 PM,13,POOL,0.91,0:04:02
2/26/2015,2,2015,Alexsey,m,uberX,San Francisco,$28.15 ,4602,7:07 PM,7:30 PM,19,uberX,4.40,0:19:19
2/26/2015,2,2015,ASMEROM,m,uberX,San Francisco,$5.37 ,4602,11:25 PM,11:31 PM,23,uberX,0.94,0:03:39
2/27/2015,2,2015,HUGO,m,POOL,San Francisco,,4602,5:29 AM,,5,POOL,0.00,0:00:00
2/27/2015,2,2015,Radek,m,POOL,San Francisco,$20.81 ,4602,5:31 AM,5:53 AM,5,POOL,5.92,0:16:21
2/27/2015,2,2015,Sumi,m,uberX,San Francisco,$18.89 ,4602,12:50 AM,1:17 AM,0,uberX,7.83,0:21:12
3/3/2015,3,2015,Arif,m,uberX,San Francisco,$5.19 ,4602,7:38 PM,7:46 PM,19,uberX,0.71,0:04:07
3/3/2015,3,2015,Ben,m,uberX,San Francisco,,4602,8:46 PM,Dropoff time unknown,20,uberX,0.00,0:00:00
3/3/2015,3,2015,KIEN,m,uberX,San Francisco,$5.86 ,4602,7:48 PM,7:56 PM,19,uberX,0.93,0:05:34
3/3/2015,3,2015,Samir,m,uberX,San Francisco,$5.00 ,4602,8:38 PM,Dropoff time unknown,20,uberX,0.00,0:00:00
3/3/2015,3,2015,zafar,m,uberX,San Francisco,$14.50 ,4602,11:33 PM,11:47 PM,23,uberX,3.25,0:09:55
3/4/2015,3,2015,donald,m,POOL,San Francisco,$24.41 ,4602,8:16 AM,8:53 AM,8,POOL,4.09,0:32:50
3/4/2015,3,2015,milton,m,POOL,San Francisco,,4602,8:12 AM,,8,POOL,0.00,0:00:00
3/5/2015,3,2015,Marcos,m,POOL,San Francisco,,4602,7:49 PM,,19,POOL,0.00,0:00:00
3/5/2015,3,2015,maung,m,uberX,San Francisco,$13.90 ,4602,7:49 PM,8:08 PM,19,uberX,2.41,0:12:32
3/6/2015,3,2015,Ghulam,m,POOL,San Francisco,$14.87 ,4602,6:23 AM,6:50 AM,6,POOL,3.54,0:22:34
3/12/2015,3,2015,Nikolas,m,BLACK,San Francisco,$21.00 ,4602,9:13 PM,9:24 PM,21,BLACK CAR,2.13,0:07:41
3/13/2015,3,2015,Nazmi,m,uberX,San Francisco,$30.48 ,4602,6:46 AM,7:14 AM,6,uberX,16.13,0:24:16
3/14/2015,3,2015,Anthony,m,POOL,San Francisco,$46.46 ,4602,6:45 AM,7:25 AM,6,POOL,8.51,0:25:14
3/14/2015,3,2015,Dawer,m,POOL,San Francisco,,4602,6:48 AM,,6,POOL,0.00,0:00:00
3/14/2015,3,2015,Gurbax,m,POOL,San Francisco,,4602,6:50 AM,,6,POOL,0.00,0:00:00
3/14/2015,3,2015,Gurbax,m,POOL,San Francisco,,4602,6:49 AM,,6,POOL,0.00,0:00:00
3/14/2015,3,2015,Gurbax,m,POOL,San Francisco,,4602,6:49 AM,,6,POOL,0.00,0:00:00
3/14/2015,3,2015,Gurbax,m,POOL,San Francisco,,4602,6:49 AM,,6,POOL,0.00,0:00:00
3/19/2015,3,2015,Asadullah (Asad),m,POOL,San Francisco,$37.26 ,4602,10:58 PM,11:46 PM,22,POOL,18.47,0:37:05
3/20/2015,3,2015,ANTHONY,m,uberX,San Francisco,,4602,10:23 PM,,22,uberX,0.00,0:00:00
3/23/2015,3,2015,DAWIT,m,uberX,San Francisco,$8.50 ,4602,7:32 AM,7:54 AM,7,uberX,2.18,0:09:31
3/25/2015,3,2015,Hassan,m,,San Francisco,$170.43 ,4602,11:39 AM,12:52 PM,11,BLACK CAR,30.66,1:07:05
3/31/2015,3,2015,Peter,m,POOL,San Francisco,,4602,8:17 PM,Dropoff time unknown,20,,,
3/31/2015,3,2015,Vincent,m,POOL,San Francisco,$30.88 ,4602,8:21 PM,8:43 PM,20,POOL,5.32,0:17:10
4/1/2015,4,2015,SHEEHAN,m,POOL,San Francisco,$7.00 ,4602,8:31 AM,9:26 AM,8,,,
4/2/2015,4,2015,John,m,POOL,San Francisco,$17.17 ,4602,6:53 PM,7:19 PM,18,POOL,1.49,0:19:19
4/3/2015,4,2015,AUKIF,m,POOL,San Francisco,$10.41 ,4602,12:09 AM,12:26 AM,0,POOL,2.39,0:13:41
4/3/2015,4,2015,BEHAILU,m,POOL,San Francisco,$12.47 ,4602,7:21 AM,7:41 AM,7,POOL,4.05,0:26:55
4/15/2015,4,2015,Brittany,m,POOL,San Francisco,$10.15 ,4602,12:10 AM,12:25 AM,0,POOL,2.88,0:12:18
4/15/2015,4,2015,Dawa,m,POOL,San Francisco,,4602,9:03 PM,,21,POOL,0.00,0:00:00
4/15/2015,4,2015,Lhays,m,POOL,San Francisco,$20.68 ,4602,7:49 AM,8:30 AM,7,POOL,2.58,0:33:50
4/15/2015,4,2015,LLESENIA,m,uberX,San Francisco,$5.90 ,4602,9:44 AM,9:52 AM,9,uberX,1.03,0:05:16
4/15/2015,4,2015,Mychal,m,POOL,San Francisco,,4602,9:02 PM,,21,POOL,0.00,0:00:00
4/15/2015,4,2015,Sam,m,uberX,San Francisco,,4602,10:33 PM,,22,uberX,0.00,0:00:00
4/16/2015,4,2015,Pasang,m,POOL,San Francisco,$10.54 ,4602,7:10 AM,7:20 AM,7,POOL,1.09,0:05:24
4/20/2015,4,2015,Ernest,m,uberX,San Francisco,$14.50 ,4602,7:07 PM,7:22 PM,19,uberX,2.00,0:10:20
4/20/2015,4,2015,Gurbachan,m,POOL,San Francisco,$6.20 ,4602,11:59 AM,12:10 PM,11,POOL,0.98,0:06:38
4/20/2015,4,2015,JAGDEEP,m,POOL,San Francisco,$14.13 ,4602,10:35 PM,10:55 PM,22,POOL,2.02,0:17:31
4/20/2015,4,2015,Miguel,m,uberX,San Francisco,$5.48 ,4602,12:48 PM,12:55 PM,12,uberX,0.66,0:05:30
4/20/2015,4,2015,rachael,m,uberX,San Francisco,$11.18 ,4602,8:03 PM,8:26 PM,20,uberX,2.77,0:16:51
4/20/2015,4,2015,TUL,m,uberX,San Francisco,,4602,8:59 PM,Dropoff time unknown,20,uberX,0.00,0:00:00
