DATE,MONTH,YEAR,DRIVER,GENDER,TYPE,CITY,PRICE,PAYMENT,START TIME,END TIME,HOUR,CAR,MILES,TRIP TIME
2/5/2016,2,2016,Archimedes,m,POOL,San Francisco,$6.00 ,6700,1:22 PM,1:34 PM,13,POOL,0.73,0:05:11
2/5/2016,2,2016,Hassan,m,POOL,San Francisco,,6700,9:53 AM,,9,POOL,0.00,0:00:00
2/6/2016,2,2016,Alan,m,POOL,San Francisco,$3.65 ,6700,1:21 AM,1:37 AM,1,POOL,1.38,0:10:33
2/6/2016,2,2016,JOHNATHAN,m,POOL,San Francisco,,6700,1:17 AM,,1,POOL,0.00,0:00:00
2/7/2016,2,2016,LYDIA,f,POOL,San Francisco,$20.22 ,6700,7:01 PM,7:46 PM,19,POOL,11.08,0:35:28
2/7/2016,2,2016,AJMAL,m,POOL,San Francisco,$9.52 ,6700,3:27 AM,3:46 AM,3,POOL,2.68,0:15:39
2/9/2016,2,2016,Ammar,m,SELECT,San Francisco,,6700,9:50 AM,10:13 AM,9,,,
2/12/2016,2,2016,Adam,m,POOL,San Francisco,$20.25 ,6700,8:31 AM,9:18 AM,8,POOL,3.41,0:40:57
2/12/2016,2,2016,Albert,m,POOL,San Francisco,$13.74 ,6700,3:05 PM,3:26 PM,15,POOL,2.74,0:17:12
2/12/2016,2,2016,CHOKMAN,m,POOL,San Francisco,$8.46 ,6700,12:10 PM,12:36 PM,12,POOL,2.74,0:22:07
2/12/2016,2,2016,Rafael,m,POOL,San Francisco,,6700,12:10 PM,Dropoff time unknown,12,POOL,0.00,0:00:00
2/12/2016,2,2016,YANGFAN,m,POOL,San Francisco,,6700,3:05 PM,,15,POOL,0.00,0:00:00
2/14/2016,2,2016,Cody,m,POOL,San Francisco,$8.70 ,6700,7:38 PM,8:02 PM,19,POOL,1.68,0:18:04
2/14/2016,2,2016,hing,m,POOL,San Francisco,$11.61 ,6700,6:50 PM,7:21 PM,18,POOL,5.24,0:24:01
2/20/2016,2,2016,-,m,POOL,San Francisco,,6700,8:07 PM,,20,,,
2/20/2016,2,2016,DICKSON,m,POOL,San Francisco,$8.32 ,6700,10:50 AM,11:00 AM,10,POOL,0.59,0:02:14
2/20/2016,2,2016,KENNETH,m,POOL,San Francisco,$7.23 ,6700,8:13 PM,8:36 PM,20,POOL,2.05,0:17:02
2/20/2016,2,2016,Somoud,m,POOL,San Francisco,$5.00 ,6700,9:35 PM,Dropoff time unknown,21,POOL,0.00,0:00:00
2/20/2016,2,2016,Suman,m,POOL,San Francisco,$11.64 ,6700,9:44 PM,9:59 PM,21,POOL,1.35,0:09:25
2/21/2016,2,2016,Alhamza,m,uberX,San Francisco,,6700,12:27 AM,Dropoff time unknown,0,uberX,0.00,0:00:00
2/21/2016,2,2016,ASMEROM,m,POOL,San Francisco,$8.60 ,6700,12:55 AM,1:10 AM,0,POOL,2.69,0:12:42
2/21/2016,2,2016,Reginald,m,uberX,San Francisco,$10.34 ,6700,12:29 AM,12:36 AM,0,uberX,0.97,0:05:17
2/23/2016,2,2016,Peter,m,POOL,San Francisco,$10.00 ,6700,11:11 AM,11:45 AM,11,POOL,3.07,0:31:05
2/28/2016,2,2016,OM,m,uberX,San Francisco,$10.75 ,6700,6:28 PM,6:37 PM,18,uberX,1.43,0:08:01
2/29/2016,2,2016,-,m,POOL,San Francisco,,6700,10:38 PM,,22,,,
2/29/2016,2,2016,JOJI,m,POOL,San Francisco,$7.82 ,6700,10:43 PM,10:53 PM,22,POOL,2.86,0:07:27
3/11/2016,3,2016,JAMES,m,POOL,San Francisco,$2.00 ,6700,1:04 PM,,13,POOL,0.00,0:00:00
3/18/2016,3,2016,Edsel,m,POOL,San Francisco,$7.67 ,6700,9:40 PM,10:03 PM,21,POOL,2.10,0:17:05
3/18/2016,3,2016,Joseph,m,POOL,San Francisco,$7.56 ,6700,7:10 AM,7:42 AM,7,POOL,2.28,0:25:50
3/18/2016,3,2016,SULINDER,m,POOL,San Francisco,$2.00 ,6700,7:07 AM,,7,POOL,0.00,0:00:00
3/19/2016,3,2016,Forrest,m,uberX,San Francisco,$9.01 ,6700,12:31 AM,12:46 AM,0,uberX,2.90,0:09:39
3/29/2016,3,2016,mathewos,m,POOL,San Francisco,$22.60 ,6700,6:26 PM,6:58 PM,18,POOL,22.06,0:27:30
4/5/2016,4,2016,-,m,POOL,San Francisco,,6700,7:00 AM,,7,,,
4/5/2016,4,2016,Tesfai,m,POOL,San Francisco,$10.13 ,6700,7:02 AM,7:28 AM,7,POOL,3.52,0:23:35
4/7/2016,4,2016,Orazmyrat,m,POOL,San Francisco,$19.73 ,6700,8:52 AM,9:10 AM,8,POOL,1.76,0:12:58
4/7/2016,4,2016,RITHY,m,uberX,San Francisco,$19.16 ,6700,9:51 AM,10:12 AM,9,uberX,3.76,0:18:23
4/10/2016,4,2016,Mahmoud,m,uberXL,San Francisco,$54.01 ,6700,5:59 PM,7:16 PM,17,uberXL,15.24,1:00:46
4/12/2016,4,2016,LLOYD,f,POOL,San Francisco,$5.00 ,6700,10:00 PM,Dropoff time unknown,22,POOL,0.00,0:00:00
4/12/2016,4,2016,Junhui,m,POOL,San Francisco,$6.28 ,6700,10:06 PM,10:24 PM,22,POOL,2.21,0:16:16
4/12/2016,4,2016,Rafik,m,POOL,San Francisco,$9.35 ,6700,7:33 AM,8:08 AM,7,POOL,3.00,0:31:42
4/14/2016,4,2016,Paul,m,POOL,San Francisco,$8.64 ,6700,3:37 PM,3:56 PM,15,POOL,2.72,0:10:06
4/14/2016,4,2016,ZURAB,m,POOL,San Francisco,,6700,3:34 PM,,15,POOL,0.00,0:00:00
4/21/2016,4,2016,ADRIANA,f,POOL,San Francisco,$4.28 ,6700,8:08 PM,8:19 PM,20,POOL,1.08,0:09:00
4/22/2016,4,2016,Puran,m,POOL,San Francisco,$10.19 ,6700,12:54 PM,1:14 PM,12,POOL,3.87,0:15:55
4/22/2016,4,2016,Sudeep,m,POOL,San Francisco,$6.28 ,6700,8:36 PM,9:01 PM,20,POOL,2.41,0:19:50
5/2/2016,5,2016,Kwok,m,POOL,San Francisco,$4.27 ,6700,1:54 PM,2:14 PM,13,POOL,1.36,0:15:10
5/6/2016,5,2016,Edwin,m,POOL,San Francisco,$15.20 ,6700,2:21 PM,2:40 PM,14,POOL,8.27,0:12:14
5/8/2016,5,2016,FELICIANO,m,POOL,San Francisco,$24.05 ,6700,5:19 PM,6:10 PM,17,POOL,14.71,0:44:10
5/8/2016,5,2016,Nicola,m,POOL,San Francisco,$11.98 ,6700,2:32 PM,2:48 PM,14,POOL,2.78,0:07:42
5/9/2016,5,2016,Lamar,m,uberX,Dallas,$18.23 ,6700,12:28 AM,12:54 AM,0,uberX,11.61,0:16:33
5/10/2016,5,2016,-,m,POOL,San Francisco,,6700,5:55 AM,,5,,,
5/15/2016,5,2016,Fred,m,uberX,Honolulu,$24.27 ,6700,8:06 AM,8:37 AM,8,uberX,16.64,0:22:08
7/5/2016,7,2016,MAGGIE MEIQIU,f,POOL,San Francisco,$70.46 ,6700,4:01 PM,6:02 PM,16,POOL,51.63,1:56:07
7/5/2016,7,2016,-,m,POOL,San Francisco,,6700,3:51 PM,,15,,,
7/5/2016,7,2016,HUNG,m,POOL,San Francisco,,6700,3:54 PM,Dropoff time unknown,15,POOL,0.00,0:00:00
7/7/2016,7,2016,UberEATS,,Agora,San Francisco,$28.59 ,6700,10:14 PM,10:52 PM,22,EATS,3.27,0:38:31
7/8/2016,7,2016,Julio,m,POOL,San Francisco,$5.75 ,6700,11:58 PM,12:16 AM,23,POOL,1.96,0:16:20
7/9/2016,7,2016,Ali,m,POOL,San Francisco,$5.00 ,6700,8:55 PM,9:28 PM,20,POOL,2.80,0:28:19
7/9/2016,7,2016,DONNIE,m,POOL,San Francisco,$7.24 ,6700,8:57 AM,9:27 AM,8,POOL,3.97,0:25:26
7/9/2016,7,2016,SANAM,m,POOL,San Francisco,$5.00 ,6700,8:48 AM,Dropoff time unknown,8,POOL,0.00,0:00:00
7/11/2016,7,2016,JOHN,m,POOL,San Francisco,$4.75 ,6700,9:31 PM,9:56 PM,21,POOL,3.14,0:18:52
7/12/2016,7,2016,RAOKHALID,m,POOL,San Francisco,,6700,8:58 PM,,20,POOL,0.00,0:00:00
7/12/2016,7,2016,VALERY,m,POOL,San Francisco,$10.14 ,6700,9:00 PM,9:23 PM,21,POOL,1.41,0:04:35
7/14/2016,7,2016,Carlo,m,POOL,San Francisco,$6.56 ,6700,8:12 PM,8:25 PM,20,POOL,3.06,0:12:15
7/15/2016,7,2016,amine,m,POOL,San Francisco,,6700,10:25 PM,,22,POOL,0.00,0:00:00
7/15/2016,7,2016,Samuel,m,POOL,San Francisco,$4.75 ,6700,10:31 PM,10:59 PM,22,POOL,2.26,0:26:26
7/16/2016,7,2016,Dong,m,uberX,San Francisco,$6.55 ,6700,11:15 PM,11:24 PM,23,uberX,0.84,0:04:07
7/16/2016,7,2016,UberEATS,,Agora,San Francisco,$32.23 ,6700,11:29 PM,12:01 AM,23,EATS,2.74,0:32:16
7/17/2016,7,2016,Dennis,m,uberX,San Francisco,$6.55 ,6700,6:51 PM,6:57 PM,18,uberX,0.84,0:04:06
7/18/2016,7,2016,RALPH,m,POOL,San Francisco,$5.43 ,6700,9:57 PM,10:21 PM,21,POOL,1.95,0:16:44
7/18/2016,7,2016,UberEATS,,Agora,San Francisco,$20.81 ,6700,10:04 PM,10:32 PM,22,EATS,2.74,0:27:42
7/27/2016,7,2016,Randall,m,POOL,San Francisco,$28.12 ,6700,2:16 PM,4:00 PM,14,POOL,32.62,1:33:13
7/27/2016,7,2016,UberEATS,,Agora,San Francisco,$20.81 ,6700,9:22 PM,9:56 PM,21,EATS,2.74,0:33:46
7/27/2016,7,2016,UberEATS,,Agora,San Francisco,,6700,8:57 PM,9:20 PM,20,,,
7/28/2016,7,2016,UberEATS,,Agora,San Francisco,$46.70 ,6700,8:10 PM,9:01 PM,20,EATS,1.98,0:50:38
7/29/2016,7,2016,LEANDRO,m,POOL,San Francisco,$4.75 ,6700,9:54 PM,10:18 PM,21,POOL,2.26,0:21:18
7/30/2016,7,2016,DANIEL,m,POOL,San Francisco,$7.18 ,6700,12:50 PM,1:14 PM,12,POOL,2.33,0:18:36
7/30/2016,7,2016,OTABEK,m,POOL,San Francisco,,6700,5:37 AM,,5,POOL,0.00,0:00:00
8/1/2016,8,2016,UberEATS,,Agora,San Francisco,$27.23 ,6700,8:09 PM,8:45 PM,20,EATS,2.74,0:35:46
8/3/2016,8,2016,LOUIE,m,POOL,San Francisco,$4.95 ,6700,5:55 AM,6:20 AM,5,POOL,1.33,0:17:29
8/3/2016,8,2016,ROMILSON,m,POOL,San Francisco,,6700,9:19 AM,,9,,,
8/11/2016,8,2016,UberEATS,,Agora,San Francisco,$22.40 ,6700,6:34 PM,7:21 PM,18,EATS,2.74,0:47:37
8/13/2016,8,2016,UberEATS,,Agora,San Francisco,$51.52 ,6700,10:12 PM,10:57 PM,22,EATS,2.73,0:44:46
8/14/2016,8,2016,MARYAM,f,POOL,San Diego,$5.61 ,8336,9:25 PM,9:37 PM,21,POOL,1.62,0:09:35
8/14/2016,8,2016,Amjad,m,POOL,San Francisco,$29.92 ,8336,6:38 AM,7:20 AM,6,POOL,10.16,0:37:29
8/14/2016,8,2016,Bahram,m,POOL,San Diego,,8336,9:55 AM,,9,POOL,0.00,0:00:00
8/14/2016,8,2016,David,m,POOL,San Diego,$6.29 ,8336,10:07 AM,10:23 AM,10,POOL,4.42,0:10:52
8/14/2016,8,2016,HENRY,m,POOL,San Diego,$3.02 ,8336,2:43 PM,2:53 PM,14,POOL,1.42,0:07:17
8/15/2016,8,2016,PAUL,m,POOL,San Diego,$4.75 ,8336,6:52 AM,7:18 AM,6,POOL,3.56,0:23:45
8/16/2016,8,2016,AHMAD,m,POOL,San Francisco,,8336,4:26 PM,,16,,,
8/16/2016,8,2016,LIAQAT,m,POOL,San Francisco,,8336,2:46 PM,,14,POOL,0.00,0:00:00
8/16/2016,8,2016,ROBERTO,m,POOL,San Francisco,$8.48 ,8336,4:28 PM,5:03 PM,16,POOL,4.70,0:28:15
8/17/2016,8,2016,Hani,m,POOL,San Francisco,$5.23 ,6700,7:36 AM,8:06 AM,7,POOL,2.51,0:29:13
8/17/2016,8,2016,UberEATS,,Agora,San Francisco,$26.70 ,8336,8:09 PM,8:59 PM,20,EATS,2.76,0:49:54
8/18/2016,8,2016,Obeid,m,POOL,San Francisco,$6.23 ,6700,7:15 AM,7:39 AM,7,POOL,2.27,0:20:26
8/18/2016,8,2016,SARAH,m,POOL,San Francisco,$4.91 ,6700,6:25 PM,6:54 PM,18,POOL,2.63,0:26:35
8/19/2016,8,2016,DEJENE,m,POOL,San Francisco,$5.23 ,6700,7:12 PM,7:34 PM,19,POOL,2.01,0:17:54
8/20/2016,8,2016,UberEATS,,Agora,San Francisco,$32.29 ,6700,12:02 PM,12:35 PM,12,EATS,3.71,0:33:24
8/20/2016,8,2016,UberEATS,,Agora,San Francisco,$25.27 ,6700,3:01 PM,3:37 PM,15,EATS,2.74,0:36:06
8/21/2016,8,2016,UberEATS,,Agora,San Francisco,$25.00 ,6700,4:19 PM,4:53 PM,16,EATS,3.78,0:34:48
8/23/2016,8,2016,UberEATS,,Agora,San Francisco,$25.27 ,6700,8:58 PM,9:34 PM,20,UberEATS - Marketplace,3.78,0:36:19
8/25/2016,8,2016,BALDOMERO,m,POOL,San Francisco,$5.58 ,6700,8:12 PM,8:26 PM,20,POOL,0.35,0:07:05
8/26/2016,8,2016,CHRISTINE,m,POOL,San Francisco,$4.75 ,6700,4:22 PM,4:27 PM,16,POOL,0.37,0:02:09
8/26/2016,8,2016,farooq,m,SUV,San Francisco,,6700,9:39 PM,,21,SUV,0.00,0:00:00
8/26/2016,8,2016,JOHN,m,POOL,San Francisco,$7.29 ,6700,2:51 PM,3:27 PM,14,POOL,2.76,0:31:36
8/26/2016,8,2016,RICARDO JR,m,uberX,San Francisco,$16.87 ,6700,11:59 PM,12:32 AM,23,uberX,6.26,0:25:32
8/27/2016,8,2016,Hugo,m,POOL,San Francisco,$4.75 ,6700,7:15 AM,7:30 AM,7,POOL,1.69,0:12:05
8/27/2016,8,2016,JASON,m,uberX,San Francisco,$6.55 ,6700,11:46 PM,11:53 PM,23,uberX,0.74,0:03:50
8/28/2016,8,2016,Serhat,m,uberX,San Francisco,$7.67 ,6700,1:29 AM,1:41 AM,1,uberX,2.14,0:07:29
8/28/2016,8,2016,UberEATS,,Agora,San Francisco,$15.81 ,6700,6:35 PM,7:10 PM,18,UberEATS - Marketplace,3.78,0:34:19
8/28/2016,8,2016,UberEATS,,Agora,San Francisco,$24.95 ,6700,1:40 AM,2:36 AM,1,UberEATS - Marketplace,2.74,0:55:25
8/28/2016,8,2016,UberEATS,,Agora,San Francisco,$7.98 ,6700,5:03 PM,5:48 PM,17,,,
9/1/2016,9,2016,Marcio,m,uberX,San Francisco,$28.16 ,8336,8:26 AM,8:59 AM,8,uberX,4.45,0:27:02
9/1/2016,9,2016,Michael,m,POOL,San Francisco,$29.27 ,8336,5:59 PM,6:31 PM,17,POOL,13.92,0:27:47
9/6/2016,9,2016,ERIC,m,POOL,San Francisco,$20.00 ,6700,11:18 AM,12:04 PM,11,POOL,9.37,0:36:08
9/6/2016,9,2016,MILOT,m,POOL,San Francisco,,6700,11:15 AM,,11,POOL,0.00,0:00:00
9/7/2016,9,2016,CHIA,m,POOL,San Francisco,$6.33 ,6700,5:11 PM,6:03 PM,17,POOL,4.29,0:47:59
9/7/2016,9,2016,Chiedu,m,POOL,San Francisco,$5.23 ,6700,7:36 PM,8:03 PM,19,POOL,3.04,0:23:25
9/8/2016,9,2016,Laura,f,uberX,San Francisco,$7.71 ,6700,2:37 PM,2:49 PM,14,uberX,1.66,0:09:54
9/8/2016,9,2016,Alvin,m,uberX,San Francisco,$12.16 ,6700,8:35 PM,8:55 PM,20,uberX,4.31,0:16:35
9/8/2016,9,2016,CHANELL,m,POOL,San Francisco,$4.75 ,6700,6:08 PM,6:41 PM,18,POOL,2.40,0:24:52
9/8/2016,9,2016,David,m,POOL,San Francisco,,6700,8:35 PM,,20,POOL,0.00,0:00:00
9/8/2016,9,2016,GRIGORI,m,POOL,San Francisco,$5.93 ,6700,9:15 AM,9:50 AM,9,POOL,2.95,0:30:58
9/8/2016,9,2016,Salem,m,POOL,San Francisco,$5.07 ,6700,3:17 PM,3:43 PM,15,POOL,2.32,0:21:53
9/8/2016,9,2016,Wail,m,POOL,San Francisco,$7.94 ,6700,10:06 PM,10:31 PM,22,POOL,2.88,0:18:20
9/9/2016,9,2016,Onjanette,m,POOL,San Francisco,$15.59 ,6700,5:02 AM,5:35 AM,5,POOL,7.73,0:23:03
9/11/2016,9,2016,Long,f,POOL,San Francisco,,6700,7:46 PM,Dropoff time unknown,19,,,
9/11/2016,9,2016,DENIS,m,POOL,San Francisco,$2.87 ,6700,9:46 PM,9:54 PM,21,,,
9/11/2016,9,2016,EDGAR,m,POOL,San Francisco,$21.00 ,6700,7:53 PM,8:36 PM,19,POOL,10.65,0:37:33
9/12/2016,9,2016,Leigh,f,POOL,San Francisco,$5.23 ,6700,7:43 PM,8:02 PM,19,POOL,3.45,0:14:59
9/12/2016,9,2016,UberEATS,,Agora,San Francisco,$18.53 ,6700,10:19 PM,10:49 PM,22,UberEATS - Marketplace,2.13,0:29:27
9/12/2016,9,2016,UberEATS,,Agora,San Francisco,$17.99 ,6700,8:30 PM,9:01 PM,20,UberEATS - Marketplace,2.06,0:30:16
9/13/2016,9,2016,Eugene,m,POOL,San Francisco,,6700,5:18 PM,Dropoff time unknown,17,POOL,0.00,0:00:00
9/13/2016,9,2016,Eugene,m,POOL,San Francisco,$19.05 ,6700,5:28 PM,6:22 PM,17,POOL,3.91,0:50:58
9/13/2016,9,2016,LEANDRO,m,POOL,San Francisco,$5.75 ,6700,7:49 PM,8:15 PM,19,POOL,2.24,0:23:54
9/14/2016,9,2016,UberEATS,,Agora,San Francisco,$15.81 ,6700,7:56 PM,8:35 PM,19,UberEATS - Marketplace,3.78,0:38:48
9/15/2016,9,2016,Abdul,m,POOL,San Francisco,$4.75 ,6700,12:58 PM,1:13 PM,12,POOL,3.85,0:10:52
9/15/2016,9,2016,Alhassen,m,POOL,San Francisco,,6700,9:09 PM,Dropoff time unknown,21,POOL,0.00,0:00:00
9/15/2016,9,2016,Armando,m,POOL,San Francisco,$2.74 ,6700,9:09 PM,9:26 PM,21,POOL,1.75,0:14:04
9/15/2016,9,2016,HAMED,m,POOL,San Francisco,$45.48 ,6700,6:54 AM,8:15 AM,6,POOL,39.46,1:18:01
9/15/2016,9,2016,Jorge,m,POOL,San Francisco,$3.32 ,6700,9:19 AM,9:48 AM,9,POOL,5.17,0:25:50
9/15/2016,9,2016,Maurice,m,POOL,San Francisco,$5.00 ,6700,9:02 PM,Dropoff time unknown,21,POOL,0.00,0:00:00
9/17/2016,9,2016,Gregory,m,POOL,San Francisco,$5.26 ,6700,3:04 PM,3:20 PM,15,POOL,1.66,0:13:15
9/17/2016,9,2016,PEDRO,m,uberX,San Francisco,$8.10 ,6700,1:30 AM,1:40 AM,1,uberX,2.09,0:07:15
9/17/2016,9,2016,Scott,m,POOL,San Francisco,$13.93 ,6700,10:44 AM,11:32 AM,10,POOL,5.21,0:42:53
9/17/2016,9,2016,Shannon,m,POOL,San Francisco,$3.51 ,6700,1:43 PM,1:51 PM,13,POOL,1.03,0:05:27
9/17/2016,9,2016,UberEATS,,Agora,San Francisco,$31.63 ,6700,2:10 AM,2:42 AM,2,UberEATS - Marketplace,2.80,0:31:54
9/18/2016,9,2016,Gregory,m,POOL,San Francisco,,6700,9:24 PM,,21,POOL,0.00,0:00:00
9/19/2016,9,2016,Dennis,m,POOL,San Francisco,$2.00 ,8336,3:20 PM,,15,POOL,0.00,0:00:00
9/19/2016,9,2016,Mohammed,m,uberX,San Francisco,$6.55 ,8336,4:35 PM,4:48 PM,16,uberX,0.73,0:09:58
9/19/2016,9,2016,Oscar,m,uberX,San Francisco,$6.88 ,6700,4:55 PM,5:07 PM,16,uberX,1.41,0:09:12
9/19/2016,9,2016,RAUL,m,POOL,San Francisco,$7.64 ,6700,9:44 PM,10:05 PM,21,POOL,2.73,0:17:22
9/19/2016,9,2016,UberEATS,,Agora,San Francisco,$23.04 ,6700,9:52 PM,10:32 PM,21,UberEATS - Marketplace,2.74,0:40:30
9/20/2016,9,2016,-,m,uberXL,San Francisco,,6700,2:53 PM,,14,,,
9/20/2016,9,2016,Amrik,m,uberX,San Francisco,$8.79 ,8336,2:06 PM,2:20 PM,14,uberX,2.35,0:11:08
9/20/2016,9,2016,Daniyar,m,uberXL,San Francisco,$10.86 ,8336,2:53 PM,3:19 PM,14,uberXL,1.83,0:24:29
9/20/2016,9,2016,Howard,m,uberX,San Francisco,$23.76 ,8336,10:11 PM,10:27 PM,22,uberX,3.82,0:13:57
9/20/2016,9,2016,MUNKHZAYA,m,uberX,San Francisco,$21.57 ,8336,8:05 AM,8:32 AM,8,uberX,4.18,0:20:39
9/21/2016,9,2016,Gulam,m,POOL,San Francisco,$4.75 ,8336,7:35 PM,8:06 PM,19,POOL,3.03,0:21:46
9/23/2016,9,2016,Gennadiy,m,POOL,San Francisco,$5.88 ,6700,6:28 AM,6:55 AM,6,POOL,2.78,0:21:14
9/24/2016,9,2016,Abelardo,m,POOL,San Francisco,$7.20 ,6700,2:52 PM,3:14 PM,14,POOL,2.76,0:15:19
9/26/2016,9,2016,MBARAK,m,POOL,San Francisco,,6700,5:11 PM,Dropoff time unknown,17,POOL,0.00,0:00:00
9/26/2016,9,2016,SEYED,m,POOL,San Francisco,,6700,5:18 PM,,17,POOL,0.00,0:00:00
9/27/2016,9,2016,ERICA,f,uberX,San Francisco,$8.51 ,6700,10:40 AM,10:55 AM,10,uberX,1.46,0:13:41
9/27/2016,9,2016,Andes,m,POOL,San Francisco,$4.75 ,6700,12:19 PM,12:35 PM,12,POOL,0.98,0:14:01
9/27/2016,9,2016,Jason,m,POOL,San Francisco,$3.00 ,6700,8:41 PM,9:11 PM,20,POOL,3.09,0:22:08
9/28/2016,9,2016,Mario,m,POOL,San Francisco,$3.00 ,6700,7:31 AM,8:12 AM,7,POOL,1.82,0:26:57
9/29/2016,9,2016,CRISPIN,m,POOL,San Francisco,$3.00 ,8336,11:40 AM,11:54 AM,11,POOL,1.33,0:09:15
9/29/2016,9,2016,DANIEL,m,POOL,San Francisco,$3.00 ,8336,5:50 PM,6:24 PM,17,POOL,2.45,0:28:19
9/29/2016,9,2016,Fadi,m,POOL,San Francisco,,8336,11:33 AM,,11,POOL,0.00,0:00:00
9/29/2016,9,2016,FALOPE,m,POOL,San Francisco,$3.00 ,6700,6:54 AM,7:20 AM,6,POOL,3.46,0:20:09
9/29/2016,9,2016,Mohammed,m,POOL,San Francisco,$3.00 ,8336,4:56 PM,5:36 PM,16,POOL,3.66,0:27:40
9/29/2016,9,2016,Sayeed,m,POOL,San Francisco,$3.00 ,8336,4:23 PM,4:41 PM,16,POOL,0.62,0:09:47
9/29/2016,9,2016,UberEATS,,Agora,San Francisco,$40.17 ,6700,8:02 PM,8:36 PM,20,UberEATS - Marketplace,6.38,0:33:51
9/30/2016,9,2016,Hamza,m,POOL,San Francisco,$3.00 ,6700,5:30 PM,6:05 PM,17,POOL,3.03,0:33:22
10/1/2016,10,2016,Noah,m,uberX,San Francisco,$6.55 ,6700,12:16 AM,12:24 AM,0,uberX,1.08,0:05:38
10/1/2016,10,2016,UberEATS,,Agora,San Francisco,$40.17 ,6700,7:20 PM,8:31 PM,19,UberEATS - Marketplace,6.38,1:11:29
10/2/2016,10,2016,JIANPENG,m,uberX,San Francisco,$9.00 ,6700,11:38 AM,12:11 PM,11,,,
10/2/2016,10,2016,KRISS,m,POOL,San Francisco,$3.00 ,6700,5:25 PM,5:55 PM,17,POOL,2.95,0:24:02
10/2/2016,10,2016,Raymond,m,POOL,San Francisco,$3.00 ,6700,8:18 PM,8:49 PM,20,POOL,5.43,0:26:02
10/3/2016,10,2016,LORENA,f,POOL,San Francisco,$3.00 ,6700,9:11 AM,9:50 AM,9,,,
10/3/2016,10,2016,UberEATS,,Agora,San Francisco,$40.17 ,6700,7:10 PM,7:40 PM,19,UberEATS - Marketplace,3.36,0:30:33
10/4/2016,10,2016,JIE,m,POOL,San Francisco,$3.00 ,6700,8:49 PM,8:56 PM,20,POOL,0.90,0:05:23
10/4/2016,10,2016,timothy,m,POOL,San Francisco,$3.00 ,6700,9:46 PM,10:05 PM,21,POOL,2.29,0:17:23
10/5/2016,10,2016,JOANA,f,POOL,San Francisco,,8336,12:22 PM,Dropoff time unknown,12,POOL,0.00,0:00:00
10/5/2016,10,2016,-,m,POOL,San Francisco,,6700,9:09 AM,,9,,,
10/5/2016,10,2016,Darvin,m,POOL,San Francisco,$5.88 ,6700,9:09 AM,10:07 AM,9,,,
10/5/2016,10,2016,GLORIA,m,POOL,San Francisco,$25.14 ,8336,12:38 PM,1:35 PM,12,POOL,34.71,0:51:16
10/5/2016,10,2016,WILLIAM,m,POOL,San Francisco,$3.00 ,,1:44 PM,2:04 PM,13,POOL,1.31,0:16:44
10/5/2016,10,2016,UberEATS,,Agora,San Francisco,$32.61 ,,7:51 PM,8:21 PM,19,UberEATS - Marketplace,3.36,0:29:31
10/6/2016,10,2016,ABEL,m,POOL,San Francisco,$3.00 ,6700,5:07 PM,5:37 PM,17,POOL,2.74,0:25:20
10/6/2016,10,2016,RODOLFO,m,POOL,San Francisco,$28.59 ,6700,11:54 AM,1:03 PM,11,POOL,37.62,1:01:22
10/7/2016,10,2016,-,m,POOL,San Francisco,,6700,5:15 PM,,17,,,
10/7/2016,10,2016,-,m,POOL,San Francisco,,6700,5:15 PM,,17,,,
10/7/2016,10,2016,DAL,m,POOL,San Francisco,$3.00 ,6700,7:23 AM,7:53 AM,7,POOL,2.12,0:27:01
10/7/2016,10,2016,Ermias,m,uberX,San Francisco,$9.00 ,6700,5:15 PM,5:54 PM,17,uberX,4.41,0:35:36
10/9/2016,10,2016,UberEATS,,Agora,San Francisco,,6700,4:51 PM,5:42 PM,16,,,
10/9/2016,10,2016,UberEATS,,Agora,San Francisco,,6700,3:59 PM,4:59 PM,15,,,
10/11/2016,10,2016,UberEATS,,Agora,San Francisco,$28.53 ,8336,7:28 PM,7:59 PM,19,UberEATS - Marketplace,3.56,0:30:46
10/12/2016,10,2016,Allen,m,POOL,San Francisco,$3.00 ,6700,5:05 PM,5:46 PM,17,POOL,3.77,0:39:14
10/12/2016,10,2016,Paul,m,POOL,San Francisco,$3.00 ,6700,7:43 AM,8:17 AM,7,POOL,2.51,0:25:11
10/12/2016,10,2016,UberEATS,,Agora,San Francisco,$23.97 ,8336,7:38 PM,8:39 PM,19,UberEATS - Marketplace,4.43,1:00:22
10/13/2016,10,2016,CHRISTINE,m,POOL,San Francisco,$2.00 ,6700,8:08 AM,,8,POOL,0.00,0:00:00
10/13/2016,10,2016,Joon,m,POOL,San Francisco,$8.09 ,8336,8:08 PM,8:40 PM,20,POOL,2.59,0:25:33
10/14/2016,10,2016,Alejandra,m,POOL,San Francisco,$10.37 ,8336,6:48 AM,7:16 AM,6,POOL,2.93,0:24:29
10/17/2016,10,2016,-,m,POOL,San Francisco,,6700,8:09 AM,,8,,,
10/17/2016,10,2016,AHMAD EYAD,m,POOL,San Francisco,$4.32 ,6700,7:21 PM,7:39 PM,19,POOL,2.77,0:15:14
10/17/2016,10,2016,Wilson,m,POOL,San Francisco,$15.35 ,6700,8:10 AM,9:24 AM,8,POOL,8.05,1:10:05
